Symbol,Company Name,Market Capitalization,Sector,Industry,Dividend Yield,Beta
KBAL,Kimball International Inc,435219290.00,Industrials,Commercial Services & Supplies,2.94%,+0.9
KBGCF,KING'S BAY RESOURCES CORP,350930.00,Materials,Metals & Mining,--,+0.8
KBLB,Kraig Biocraft Laboratories Inc,102443760.00,Materials,Chemicals,--,+0.3
KBNT,Kubient Inc,56078520.00,,,--,--
KBPH,Kyto Technology and Life Science Inc,11674000.00,Financials,Capital Markets,--,--
KBRLF,K-BRO LINEN INC,323878570.00,Industrials,Commercial Services & Supplies,3.04%,+1.3
KBRS,KBS Real Estate Investment Trust Inc,88921000.00,,,--,--
KBSF,KBS Fashion Group Ltd,7306620.00,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,+1.7
KCLI,Kansas City Life Insurance Co,358271000.00,Financials,Insurance,2.98%,+0.5
KDCE,Kid Castle Educational Corporation,1199020.00,Health Care,Pharmaceuticals,--,--
KDCXF,KUDELSKI SA CHESEAUX SUR LAUSA ACT,173752350.00,,,2.99%,+1.2
KDKGF,KLONDIKE GOLD CORP,25401860.00,Materials,Metals & Mining,--,+1.2
KDKN,Kodiak Energy Inc.,4052590.00,Energy,"Oil, Gas & Consumable Fuels",--,+1.9
KDMN,Kadmon Holdings Inc,762375290.00,Health Care,Biotechnology,--,+1.7
KDNY,Chinook Therapeutics Inc,575456700.00,,,--,+0.2
KE,Kimball Electronics Inc,395750820.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+1.4
KEGX,Key Energy Services Inc,79929800.00,Energy,Energy Equipment & Services,--,+2.6
KELTF,KELT EXPLORATION LTD,289251500.00,Energy,"Oil, Gas & Consumable Fuels",--,+2.8
KELYA,"Kelly Services, Inc.",800596080.00,Industrials,Professional Services,--,+1.2
KELYB,KELLY SERVICES INC  -CL A,75621680.00,Industrials,Professional Services,--,+1.2
KENS,Kenilworth Systems Corporation,9690.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,+4.3
KEQU,Kewaunee Scientific Corporation,25799960.00,Health Care,Health Care Equipment & Supplies,--,+0.5
KERN,Akerna Corp,69686470.00,Industrials,Professional Services,--,--
KEWL,Keweenaw Land Association Ltd,89751840.00,Materials,Paper & Forest Products,--,+0.8
KF,Korea Fund Inc,196058070.00,,,0.18%,+1.1
KFFB,Kentucky First Federal Bancorp,56471400.00,Financials,Thrifts & Mortgage Finance,5.85%,+0.5
KFRC,Kforce Inc.,943010200.00,Industrials,Professional Services,1.86%,+1.5
KFS,Kingsway Financial Services Inc,97284180.00,Financials,Insurance,--,-0.4
KGAUF,KONGSBERG AUTOMOTIVE ASA SHS,421926320.00,,,--,+2.0
KGET,Calipharms Inc,0.00,Industrials,Machinery,--,--
KGHI,Kaiser Group Holdings Inc,3719040.00,Industrials,Aerospace & Defense,--,+0.0
KGHZF,PANGOLIN DIAMONDS CORP,3724660.00,Materials,Metals & Mining,--,+0.7
KGJI,Kingold Jewelry Inc,1432730.00,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,-0.1
KGNR,Kange Corp,709820.00,,,--,--
KHRIF,CYPHERPUNK HOLDINGS,8141990.00,Financials,Capital Markets,--,+1.4
KHTRF,KNIGHT THERAPEUTICS INC,537044550.00,Health Care,Pharmaceuticals,--,+0.7
KHZM,Madison Ave Media Inc,123180.00,,,--,--
KICK,Master Glazier's Karate InternationalInc,181940.00,,,--,--
KIDBQ,Kid Brands Inc,67550.00,Consumer Discretionary,Household Durables,--,-0.1
KIDS,Orthopediatrics Corp,893663500.00,Health Care,Health Care Equipment & Supplies,--,--
KIN,Kindred Biosciences Inc,147697060.00,Health Care,Biotechnology,--,+1.2
KINS,Kingstone Companies Inc,62662250.00,Financials,Insurance,2.68%,+0.9
KIRK,"Kirkland's, Inc.",250245550.00,Consumer Discretionary,Specialty Retail,--,+2.1
KIRY,Kiewit Royalty Trust,5684850.00,Energy,"Oil, Gas & Consumable Fuels",--,--
KISB,Kish Bancorp Inc,73351210.00,Financials,Banks,3.51%,+0.2
KITL,Kisses From Italy Inc,19747260.00,,,--,--
KIWB,Kiwibox.com Inc,481950.00,Communication Services,Interactive Media & Services,--,+0.6
KJFI,Comjoyful International Co,47840.00,,,--,--
KLDI,KLDiscovery Inc,399772600.00,,,--,--
KLDO,Kaleido Biosciences Inc,282098880.00,Health Care,Pharmaceuticals,--,--
KLEG,Blue Sugars Corp,4457000.00,Energy,"Oil, Gas & Consumable Fuels",--,--
KLGG,Klegg Electronics Inc.,48200.00,,,--,--
KLIB,Killbuck Bancshares Inc,110520000.00,Financials,Banks,1.94%,--
KLKNF,KLOECKNER & CO SE NAMEN AKT SHS,653362500.00,,,--,+1.7
KLMR,Koninklijke Luchtvaart Mtschpj NV (ADR),485887800.00,,,3.72%,--
KLOC,Kushner Locke Co,1400.00,,,--,--
KLR,Kaleyra Inc,246778290.00,Information Technology,Software,--,--
KLRGF,KELLER GROUP PLC ORD,595732500.00,,,2.04%,+1.8
KLSVF,KLONDIKE SILVER CORP,20124230.00,Materials,Metals & Mining,--,+2.1
KLTI,KlausTech Inc,1197600.00,,,--,--
KLXE,KLX Energy Services Holdings Inc,64443340.00,Energy,Energy Equipment & Services,--,--
KLYG,Kelyniam Global Inc,2427480.00,,,--,-0.5
KMAG,"KMA Global Solutions International, Inc.",60940.00,Information Technology,"Electronic Equipment, Instruments & Components",--,--
KMF,Kayne Anderson Nextgen Energy&Infra Inc,274214570.00,,,6.36%,+2.1
KMGH,Kemiao Garment Holding Group,66150.00,,,--,--
KMGLF,ASIAMET RESOURCES LTD,73955700.00,Materials,Metals & Mining,--,+3.2
KMNCF,KINGSMEN CREATIVES LTD SHS,30292200.00,,,--,+1.2
KMPH,KemPharm Inc,66741400.00,Health Care,Pharmaceuticals,--,+3.2
KMRCF,KOMORI CORP ORD,381812600.00,,,--,+1.2
KMRPF,KENMARE RESOURCES PLC ORD,239224480.00,,,--,+0.5
KMWE,KM Wedding Events Management Inc,1545340.00,,,--,--
KNBA,Kinbasha Gaming International Inc,122640.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
KNBIF,KANE BIOTECH INC,11168520.00,Health Care,Biotechnology,--,+0.0
KNDI,Kandi Technologies Group Inc,684515340.00,Consumer Discretionary,Auto Components,--,+2.4
KNIT,Kinetic Group Inc,39231000.00,,,--,--
KNKT,Kunekt Corp,130200.00,,,--,-0.3
KNL,Knoll Inc,737423100.00,Industrials,Commercial Services & Supplies,1.59%,+1.9
KNOFF,CELLSTOP SYS INC COM NO PAR,426560.00,,,--,--
KNOP,KNOT Offshore Partners LP,512292420.00,Energy,"Oil, Gas & Consumable Fuels",13.58%,+1.3
KNOS,Kronos Advanced Technologies Inc.,19041830.00,Industrials,Machinery,--,-3.5
KNSCD,Kenergy Scientific Inc,182600.00,,,--,--
KNWN,Know Labs Inc,31339520.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+3.3
KOAN,Resonate Blends Inc,4552020.00,Health Care,Pharmaceuticals,--,+0.0
KODK,Eastman Kodak Company,792363700.00,Information Technology,"Technology Hardware, Storage & Peripherals",--,+5.7
KOLR,"Kolorfusion International, Inc.",20.00,Industrials,Commercial Services & Supplies,--,--
KONAQ,Kona Grill Inc,145940.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,+0.8
KOOYF,KOOTENAY SILVER INC,85926710.00,Materials,Metals & Mining,--,+1.2
KOP,Koppers Holdings Inc.,576022420.00,Materials,Chemicals,--,+2.1
KOPN,Kopin Corporation,144590100.00,Information Technology,Semiconductors & Semiconductor Equipment,--,+2.4
KOS,Kosmos Energy Ltd,885919170.00,Energy,"Oil, Gas & Consumable Fuels",--,+3.7
KOSK,One Step Vending Corp,1231040.00,Industrials,Professional Services,--,+3.7
KOSS,Koss Corporation,19175250.00,Consumer Discretionary,Household Durables,--,+1.2
KPAY,Kinerjapay Corp,1211100.00,,,--,+3.2
KPIFF,EDGEWATER WIRELESS SYSTEMS,3394780.00,Information Technology,Communications Equipment,--,+2.2
KPOC,Kimberly Parry Organics Corp,1589710.00,,,--,+2.3
KRA,Kraton Corp,917754240.00,Materials,Chemicals,--,+2.4
KRBF,"Kreido Biofuels, Inc.",638630.00,,,--,+0.4
KRBP,Kiromic Biopharma Inc,65923670.00,,,--,--
KRED,Konared Corp,769650.00,Consumer Staples,Food Products,--,-0.3
KRFG,"King Resources, Inc.",1183040.00,,,--,-0.2
KRIUF,KEG ROYALTIES INCOME FUND,104821830.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",4.97%,+1.5
KRKR,36Kr Holdings Inc - ADR,120355740.00,Communication Services,Interactive Media & Services,--,--
KRLTF,KARNALYTE RESOURCES INC,7751760.00,Materials,Chemicals,--,+2.1
KRMD,"Repro-Med Systems, Inc.",250475100.00,Health Care,Health Care Equipment & Supplies,--,+0.2
KRNY,Kearny Financial Corp.,953281500.00,Financials,Thrifts & Mortgage Finance,3.01%,+0.8
KRP,Kimbell Royalty Partners LP,364553280.00,Energy,"Oil, Gas & Consumable Fuels",14.32%,+2.1
KRPI,Kriptech International Corp,52650000.00,,,--,--
KRUS,Kura Sushi USA Inc,145868210.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,--
KSBI,Ks Bancorp Inc,35998800.00,Financials,Thrifts & Mortgage Finance,1.47%,+0.1
KSHB,KushCo Holdings Inc,114038400.00,Industrials,Trading Companies & Distributors,--,+1.6
KSIH,KS International Holdings Corp,10431750.00,,,--,-1.9
KSKGF,KINGSGATE CONS LTD COM,129124540.00,,,--,+1.1
KSM,DWS Strategic Municipal Income Trust,128846000.00,,,4.59%,+0.3
KSMT,Kismet Acquisition One Corp,311150000.00,,,--,--
KSPN,Kaspien Holdings Inc,22173750.00,Consumer Discretionary,Specialty Retail,--,+0.6
KSQR,Kendall Square Research Corp,4530.00,,,--,--
KSSH,Kesselring Holding Corp,423350.00,,,--,--
KSTBF,KESTREL GOLD INC COM NEW,1173430.00,,,--,+1.2
KTCC,Key Tronic Corporation,86940800.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+1.8
KTEL,KonaTel Inc,2404900.00,Communication Services,Wireless Telecommunication Services,--,--
KTF,DWS Municipal Income Trust,453708490.00,,,4.39%,+0.1
KTHN,Katahdin Bankshares Corp,60300000.00,Financials,Banks,2.66%,+0.6
KTRA,Kintara Therapeutics Inc,37247020.00,Health Care,Biotechnology,--,+1.6
KTYB,"Kentucky Bancshares, Inc.",116541600.00,Financials,Banks,3.68%,+0.5
KULR,KULR Technology Group Inc,119941920.00,Industrials,Electrical Equipment,--,--
KVHI,"KVH Industries, Inc.",194332100.00,Information Technology,Communications Equipment,--,+0.8
KVIL,Kidville Inc,4490000.00,Consumer Discretionary,Diversified Consumer Services,--,--
KVLQF,VALORE METALS CORP,20918730.00,Energy,"Oil, Gas & Consumable Fuels",--,+2.6
KWBT,Kiwa Bio-Tech Products Group Corporation,988350.00,Health Care,Biotechnology,--,+3.3
KWGBF,KWG Resources Inc,3865280.00,Materials,Metals & Mining,--,+0.3
KXIN,Kaixin Auto Holdings,237325130.00,Consumer Discretionary,Specialty Retail,--,--
KXPLF,BAYHORSE SILVER INC,12652110.00,Materials,Metals & Mining,--,+1.4
KYN,Kayne Anderson Energy Infrstctr Fund Inc,824440960.00,,,9.48%,+2.2
KYNC,KYN Capital Group Inc,1050890.00,,,--,--
KYNS,Keynes Technology Co Ltd,87690.00,,,--,-2.1
KYZN,Kyzen Corporation,12900600.00,,,--,+1.6
KZIA,Kazia Therapeutics Ltd (ADR),129955100.00,Health Care,Biotechnology,--,+2.8
KZR,Kezar Life Sciences Inc,259100800.00,Health Care,Biotechnology,--,--
LAAB,Startech Labs Inc,42453600.00,,,--,--
LAACZ,Laa Co Ltd A California LP,387000000.00,Real Estate,Real Estate Management & Development,4.44%,+0.5
LACQ,Leisure Acquisition Corp (Usa),73077540.00,,,--,--
LACQU,LEISURE ACQUISITION - REDH,300837600.00,,,--,--
LAGR,"L.A. Gear, Inc.",82570.00,,,--,--
LAIX,LAIX Inc,72922230.00,Consumer Discretionary,Diversified Consumer Services,--,--
LAKE,"Lakeland Industries, Inc.",179071200.00,Consumer Discretionary,"Textiles, Apparel & Luxury Goods",--,-0.0
LAKF,Lake Forest Minerals Inc,55001100.00,,,--,--
LAND,Gladstone Land Corp,355263480.00,Real Estate,Equity Real Estate Investment Trusts (REITs),3.68%,+0.7
LANZ,"Lancer Orthodontics, Inc.",1107600.00,,,--,+0.8
LARK,Landmark Bancorp Inc,112930080.00,Financials,Banks,3.23%,+0.5
LASLY,Lentuo International Inc (ADR),113990.00,Consumer Discretionary,Specialty Retail,--,--
LATF,Latteno Food Corp,913690.00,Consumer Staples,Food Products,--,--
LATN,Union Acquisition Corp II,251250000.00,,,--,--
LAWS,"Lawson Products, Inc.",452493300.00,Industrials,Trading Companies & Distributors,--,+1.2
LAXAF,Laxai Pharma Ltd.,950680.00,Health Care,Life Sciences Tools & Services,--,+3.5
LAZY,Lazydays Holdings Inc,135261300.00,Consumer Discretionary,Specialty Retail,--,--
LBAI,"Lakeland Bancorp, Inc.",642975060.00,Financials,Banks,3.92%,+1.0
LBAO,Luboa Group Inc,295740000.00,,,--,--
LBAS,Location Based Technologies Inc,943610.00,Consumer Discretionary,Household Durables,--,+2.4
LBC,Luther Burbank Corp,535106100.00,Financials,Thrifts & Mortgage Finance,2.24%,--
LBCC,Long Blockchain Corp,2773810.00,Consumer Staples,Beverages,--,-1.0
LBRDB,LIBERTY BROADBAND CORP,388483500.00,Communication Services,Media,--,+1.1
LBSR,Liberty Star Uranium & Metals Corp.,7424730.00,Materials,Metals & Mining,--,+2.1
LBTD,Lotus Bio-Technology Development Corp,2896270.00,,,--,-0.4
LBTI,Lithium & Boron Technology Inc,92993000.00,,,--,--
LBTYB,LIBERTY GLOBAL PLC,305734740.00,Communication Services,Media,--,+1.3
LBUY,Leafbuyer Technologies Inc,11575340.00,Communication Services,Interactive Media & Services,--,+3.2
LBYE,Liberty Energy Corp.,51060.00,Energy,"Oil, Gas & Consumable Fuels",--,--
LC,LendingClub Corp,718178940.00,Financials,Consumer Finance,--,+1.7
LCAHU,Landcadia Holdings II Inc,790625000.00,,,--,--
LCAP,Lionheart Acquisition Corporation II,292530000.00,,,--,--
LCAR,Lescarden Inc.,127240.00,Health Care,Pharmaceuticals,--,-2.1
LCDX,Lucid Inc,5529550.00,Health Care,Health Care Equipment & Supplies,--,+1.8
LCHD,Leader Capital Holdings Corp,406168750.00,,,--,--
LCI,"Lannett Company, Inc.",282726000.00,Health Care,Pharmaceuticals,--,+1.3
LCLP,Life Clips Inc,503930.00,,,--,+0.8
LCNB,LCNB Corp.,193313790.00,Financials,Banks,5.08%,+0.9
LCTC,Lifeloc Technologies Inc,6797580.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+1.7
LCTX,Lineage Cell Therapeutics Inc,247485150.00,Health Care,Biotechnology,--,+2.1
LCUT,Lifetime Brands Inc,308670240.00,Consumer Discretionary,Household Durables,1.18%,+1.4
LCY,Landcadia Holdings III Inc,643750000.00,,,--,--
LDL,"Lydall, Inc.",529330050.00,Industrials,Machinery,--,+3.1
LDP,Cohen & Steers Ltd DrtnPrfrrd&IncmFndInc,731423000.00,,,6.78%,+0.7
LDRUF,LIDCO GROUP LTD SHS,36626250.00,,,--,-0.3
LDSN,Luduson G Inc,42446100.00,,,--,--
LE,"Lands' End, Inc.",617595520.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,+2.7
LEAF,Leaf Group Ltd,130102500.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,+2.0
LEAI,Legacy Education Alliance Inc,2656430.00,Consumer Discretionary,Diversified Consumer Services,--,+1.9
LEAP,Ribbit LEAP Ltd,752777980.00,,,--,--
LEAT,Leatt Corp,39863800.00,Consumer Discretionary,Leisure Products,--,+1.5
LECBF,LEPANTO CONS MNG CO CL B,79658670.00,,,--,+0.6
LEDS,SemiLEDs Corporation,12550420.00,Information Technology,Semiconductors & Semiconductor Equipment,--,+1.7
LEE,"Lee Enterprises, Incorporated",63167780.00,Communication Services,Media,--,+1.5
LEGH,Legacy Housing Corp,358283520.00,Consumer Discretionary,Household Durables,--,--
LEGX,LegacyXChange Inc,137660.00,,,--,+5.8
LEJU,Leju Holdings Ltd (ADR),362531400.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,+1.2
LENSF,Presbia PLC,392840.00,Health Care,Health Care Equipment & Supplies,--,+4.7
LEO,BNY Mellon Strategic Municipals Inc,535889380.00,,,4.88%,+0.3
LESAF,LE SAUNDA HOLDINGS LIMITED SHS,36706540.00,,,--,+0.3
LEU,Centrus Energy Corp,201964980.00,Energy,"Oil, Gas & Consumable Fuels",--,+3.6
LEVL,Level One Bancorp Inc,164115480.00,Financials,Banks,0.96%,--
LFAC,LF Capital Acquisition Corp,170509590.00,,,--,--
LFAP,LGBTQ Loyalty Holdings Inc,1266230.00,Information Technology,Software,--,+7.0
LFBCF,LIFE & BANC SPLIT CORP COM CL A,133245420.00,,,18.92%,+2.2
LFER,Life On Earth Inc,679910.00,Consumer Staples,Food & Staples Retailing,--,+1.7
LFIN,Longfin Corp,22362300.00,Financials,Capital Markets,--,--
LFLS,Loans4less.Com Inc,1574180.00,,,--,--
LFPI,"Lifepoint, Inc.",204180.00,Health Care,Health Care Providers & Services,--,--
LFVN,LifeVantage Corp,146835020.00,Consumer Staples,Personal Products,--,+1.4
LGAH,"LGA Holdings, Inc.",474340.00,,,--,--
LGBS,Legends Business Group Inc,702110.00,,,--,+1.1
LGCHF,LCT HLDGS LTD SHS,12529440.00,,,--,+0.1
LGCP,Legion Capital Corp,98372620.00,,,--,--
LGF.A,Lions Gate Entertainment Corp. (USA),804801340.00,Communication Services,Entertainment,--,+2.0
LGHL,Lion Group Holding Ltd - ADR,39489660.00,,,--,--
LGI,Lazard Global Total Return & Income Fund,223772000.00,,,7.32%,+1.2
LGIQ,Logiq Inc,111836960.00,Information Technology,Software,--,+2.5
LGL,LGL Group Inc,52025740.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+0.8
LGYV,Legacy Ventures International Inc,28350.00,,,--,--
LHGI,Lighthouse Global Holdings Inc,3687200.00,,,--,+3.5
LHIL,Leader Hill Corp,8685000.00,,,--,--
LICT,LICT Corporation,352000000.00,Communication Services,Diversified Telecommunication Services,--,+0.5
LIFE,aTyr Pharma Inc,43533200.00,Health Care,Biotechnology,--,+2.2
LIFS,Life Stem Genetics Inc,9170.00,,,--,--
LILA,Liberty Latin America Ltd,580922640.00,Communication Services,Media,--,--
LINC,Lincoln Educational Services Corp,167857840.00,Consumer Discretionary,Diversified Consumer Services,--,+0.7
LIND,Lindblad Expeditions Holdings Inc,701631530.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,+2.5
LINK,Interlink Electronics Inc,56108500.00,Information Technology,"Electronic Equipment, Instruments & Components",--,+1.7
LINUF,LiNiu Technology Group,74940.00,Consumer Discretionary,"Hotels, Restaurants & Leisure",--,+4.7
LIQDQ,Liquid Holdings Group Inc,109250.00,Information Technology,Software,--,+0.9
LIQT,LiqTech International Inc,190672280.00,Industrials,Machinery,--,+1.0
LITB,Lightinthebox Holding Co Ltd-ADR,282793280.00,Consumer Discretionary,Internet & Direct Marketing Retail,--,+0.8
LITH,Bioelife Corp,1693800.00,,,--,+2.3
LIVC,Live Current Media Inc.,1428360.00,Information Technology,IT Services,--,+0.7
LIVE,Live Ventures Inc,20538160.00,Consumer Discretionary,Household Durables,--,+1.2
LIVK,LIV CAPITAL ACQ CORP,79695000.00,,,--,--
LIVX,Livexlive Media Inc,174948360.00,Communication Services,Entertainment,--,+1.7
LIXT,Lixte Biotechnology Holdings Inc,45907540.00,Health Care,Biotechnology,--,-1.1
LIZI,Lizhi Inc - ADR,160088450.00,,,--,--
LJPC,La Jolla Pharmaceutical Company,126500220.00,Health Care,Biotechnology,--,+2.9
LKAI,LKA Gold Inc,1717280.00,Materials,Metals & Mining,--,+0.8
LKCO,Luokung Technology Corp,110813460.00,Communication Services,Interactive Media & Services,--,--
LKOLF,LAKES OIL NL ORD,3367710.00,,,--,+2.0
LKSDQ,LSC Communications Inc,923620.00,Industrials,Commercial Services & Supplies,--,+5.5
LKSGF,LUKS GRP VIETNAM HLDGS CO LTD SHS,70357980.00,,,--,+0.3
LKST,Looksmart Group Inc,228000.00,Communication Services,Interactive Media & Services,--,--
LL,Lumber Liquidators Holdings Inc,882275620.00,Consumer Discretionary,Specialty Retail,--,+2.7
LLIT,Lianluo Smart Ltd,16200000.00,Health Care,Health Care Equipment & Supplies,--,+0.2
LLLI,Lamperd Less Lethal Inc,2728680.00,,,--,+0.1
LLND,Landmark Land Company Inc,760.00,,,--,--
LLNW,"Limelight Networks, Inc.",499889310.00,Information Technology,IT Services,--,+0.8
LMAT,LeMaitre Vascular Inc,721123900.00,Health Care,Health Care Equipment & Supplies,1.06%,+1.4
LMB,Limbach Holdings Inc,100105380.00,Industrials,Construction & Engineering,--,+1.1
LMDCF,Lingo Media Corp,2746390.00,Communication Services,Media,--,+1.8
LMFA,LM Funding America Inc,9871400.00,Financials,Diversified Financial Services,--,+1.7
LMNL,Liminal BioSciences Inc,127829100.00,Health Care,Biotechnology,--,+1.9
LMNR,Limoneira Company,265636560.00,Consumer Staples,Food Products,1.99%,+1.0
LMPX,LMP Automotive Holdings Inc,262676620.00,Consumer Discretionary,Specialty Retail,--,--
LMRK,Landmark Infrastructure Partners LP,277710200.00,Real Estate,Real Estate Management & Development,7.29%,+1.0
LMSC,Live Microsystems Inc,248000.00,,,--,-0.1
LMST,Limestone Bancorp Inc,104175000.00,Financials,Banks,--,+0.9
LMTI,Laser Master International Inc,509480.00,Industrials,Commercial Services & Supplies,--,--
LNCLF,LINCOLN GOLD MINING INC,4112680.00,Materials,Metals & Mining,--,+1.7
LNDC,Landec Corporation,343301080.00,Consumer Staples,Food Products,--,+1.0
LNDT,LianDi Clean Technology Inc,1421350.00,Energy,Energy Equipment & Services,--,+2.1
LNGB,Kaopu Group Inc,106750000.00,Consumer Discretionary,Diversified Consumer Services,--,--
LNGT,LASER ENERGETICS INC,119600.00,,,--,+1.1
LNGYF,ESREY RESOURCES LTD,100180.00,Materials,Metals & Mining,--,+2.8
LNKE,Link Energy LLC,0.00,,,--,--
LNNNF,LEONI AG SHS,220626820.00,,,--,+1.5
LNSR,LENSAR Inc,86388680.00,,,--,--
LNTH,Lantheus Holdings Inc,987684670.00,Health Care,Health Care Equipment & Supplies,--,+1.3
LNXGF,Linux Gold Corporation,99590.00,,,--,--
LOAC,Longevity Acquisition Corp,28224490.00,,,--,--
LOAK,Live Oak Acquisition Corp,376250000.00,,,--,--
LOAK^,LIVE OAK ACQ CORP,340000000.00,,,--,--
LOAN,Manhattan Bridge Capital Inc.,48244300.00,Financials,Mortgage Real Estate Investment Trusts (REITs),8.78%,+0.7
